Filename	Name in catalogue	Original title	Transliterated title	Type	Subtype	Subsubtype	Year	Collector	Performer	Number of voices	Performer gender or age	Audio recording	Archive reference	Additional remarks	Place	Contemporary_address	Latitude	Longitude	Address translated	Original metadata	SongName
Vinnytsia_ballads_648_A syrota robe	19-БР-05	А сирота робе	A syrota robe	Non-ritual	Ballad	БР	1936	Гайдай Михайло	Оксани Григорівни Мазур, 70 р.	unison			– ІМФЕ, ф. 8-3, од. зб. 182, арк. 57.		с. Стодульці Жмеринського р-ну Вінницької обл.	с. Стодульці Жмеринського р-ну Вінницької обл.	49.106711	27.8251132	Stodul'tsi, Vinnytsia Oblast, Ukraine, 23121	"Зап. 29.ХІІ 1936 р. Гайдай М. П. у с. Стодульці Жмеринського р-ну Вінницької обл. від Оксани 
Григорівни Мазур, 70 р. – ІМФЕ, ф. 8-3, од. зб. 182, арк. 57. "	Vinnytsia_ballads_648_A syrota robe
Vinnytsia_ballads_649_Khtos' u lisi blukaye	20-БР	Хтось у лісі блукає	Khtos' u lisi blukaye	Non-ritual	Ballad	БР	2015	Гарбулінська Тетяна	"анс ""Джерело"", кер. Ф. О. Соболевська, заспівує Сафроняк."	unison			З фондів Вінницького ОЦНТ. Розшифр. Єфремова Л. О., № 7 (30).		с. Лозове Чернівецького р-ну Вінницької обл.	с. Лозове Чернівецького р-ну Вінницької обл.	48.5102094	28.0334399	Lozove, Vinnytsia Oblast, Ukraine, 24114	"Зап. 20 лютого 2015 р. Гарбулінська Т. Є. у с. Лозове Чернівецького р-ну Вінницької обл. від анс 
""Джерело"", кер. Ф. О. Соболевська, заспівує Сафроняк. З фондів Вінницького ОЦНТ. Розшифр. 
Єфремова Л. О., № 7 (30)."	Vinnytsia_ballads_649_Khtos' u lisi blukaye
Vinnytsia_294_Stradalnaia maty	Постова	Страдалнаіа мати 	Stradalnaia maty 	Non-ritual	Psalm	Постова	2008	Кушка Т. Я., Матіяш Д. В.	Діденко М. Ф., Діденко Н. С., Штербава А. А., Кучер К. Г., Новак Н. П. (заспівує), Проніна Г.	2 voices	women		Транскрибування Єфремова Л. О., № 4 (238). Постова псальма.		с. Переорки Вінницького р-ну Вінницької обл.	с. Переорки Вінницького р-ну Вінницької обл.	49.3123573	28.4078332	Pereorky, Vinnytsia Oblast, Ukraine, 23214	"Зап. 2 квітня 2008 р. Матіяш Д., Кушка Т. у с. Переорки Вінницького р-ну Вінницької обл. від Ді-
денко М. Ф., Діденко Н. С., Штербави А. А., Кучер К. Г., Новак Н. П. (заспівує), Проніної Г. Роз-
шифр. Єфремова Л. О., № 4 (238). Постова псальма."	Vinnytsia_294_Stradalnaia maty
Vinnytsia_295_Oi u sadu Hetsymanskim	Постова	Оі у саду Гециманскім 	Oi u sadu Hetsymanskim 	Non-ritual	Psalm	Постова	2008	Кушка Т. Я., Матіяш Д. В.	Діденко М. Ф., Діденко Н. С., Штербава А. А., Кучер К. Г., Новак Н. П. (заспівує), Проніна Г.	2 voices	women		Транскрибування Єфремова Л. О., № 6 (241). Постова псальма.		с. Переорки Вінницького р-ну Вінницької обл.	с. Переорки Вінницького р-ну Вінницької обл.	49.3123573	28.4078332	Pereorky, Vinnytsia Oblast, Ukraine, 23214	"Зап. 2 квітня 2008 р. Матіяш Д., Кушка Т. у с. Переорки Вінницького р-ну Вінницької обл. від Ді-
денко М. Ф., Діденко Н. С. (заспівує), Штербави А. А., Кучер К. Г., Новак Н. П., Проніної Г. Ро-
зшифр. Єфремова Л. О., № 6 (241). Постова псальма."	Vinnytsia_295_Oi u sadu Hetsymanskim
Kmeln_439_Kazhut liude, zhy ya umru	Поховальна псальма	Кажут ліуде, жи иа умру 	Kazhut liude, zhy ya umru 	Family-ritual	funeral	Поховальна псальма	1926	Гайдай Михайло	"Васькін Іван
"	unison	man		ІМФЕ, ф. 6-3, од. зб. 69, арк. 67-68 (34), № 93	Цю пісню співають вночі коло мерця. (Прим. вик.)	с. Адамівка біля Зінькова (нині Віньковецького р-ну) 	с. Адамівка Віньковецького р-ну Хмельницької обл.	49.11403259999999	27.0637974	Adamivka, Khmelnytskyi Oblast, Ukraine, 32511	"Зап. 1926 р. Гайдай М. П. у с. Адамівка біля Зінькова (нині Віньковецького р-ну) від Івана Ваські-
на. – ІМФЕ, ф. 6-3, од. зб. 69, арк. 67-68 (34), № 93. Співают ночю коло мерця. (Прим. вик.)"	Kmeln_439_Kazhut liude, zhy ya umru
Kmeln_440_Shchaslyvaia taia put	Псальма	Шчасливаіа таіа пут 	Shchaslyvaia taia put 	Family-ritual	wedding	Псальма	1926	Гайдай Михайло	Васькіна Євгенія, 14 р.	unison	girl teenager		ІМФЕ, ф. 6-3, од. зб. 69, арк. 48 (24 зв.), № 69. 		"с. Адамівка біля Зінькова (нині Віньковецького р-ну Хмельницької 
обл.) "	с. Адамівка Віньковецького р-ну Хмельницької обл.	49.11403259999999	27.0637974	Adamivka, Khmelnytskyi Oblast, Ukraine, 32511	"Зап. 1926 р. Гайдай М. П. у с. Адамівка біля Зінькова (нині Віньковецького р-ну Хмельницької 
обл.) від Євгенії Васькіної. – ІМФЕ, ф. 6-3, од. зб. 69, арк. 48 (24 зв.), № 69. "	Kmeln_440_Shchaslyvaia taia put
Kmeln_441_ yA v novomu Rusalymu	Псальма	 иА в новому Русалиму 	 yA v novomu Rusalymu 	Family-ritual	wedding	Псальма	1926	Гайдай Михайло	Васькіна Євгенія, 14 р.	unison	girl teenager		ІМФЕ, ф. 6-3, од. зб. 69, арк. 48 (24 зв.), № 68. 		"с. Адамівка біля Зінькова (нині Віньковецького р-ну Хмельницької 
обл.) "	с. Адамівка Віньковецького р-ну Хмельницької обл.	49.11403259999999	27.0637974	Adamivka, Khmelnytskyi Oblast, Ukraine, 32511	"Зап. 1926 р. Гайдай М. П. у с. Адамівка біля Зінькова (нині Віньковецького р-ну Хмельницької 
обл.) від Євгенії Васькіної. – ІМФЕ, ф. 6-3, од. зб. 69, арк. 48 (24 зв.), № 68. "	Kmeln_441_ yA v novomu Rusalymu
Vinnytsia_1000_Po nebu misiats_(Пізня лірика)	Пізня лірика	По небу місіац	Po nebu misiats	Non-ritual	Romance		2008.0								с. Іванів Калинівського р-ну Вінницької обл.	с. Іванів Калинівського р-ну Вінницької обл.	49.4858758	28.3417585	Ivaniv, Vinnytsia Oblast, Ukraine, 22432	"Зап. у 10.06 2008 р. Кушка Т. Я., Матіяш Д. В. у с. Іванів Калинівського р-ну Вінницької обл. від 
Кисляк Л. М., Висоцької Г. М., Пашкевич Г. Д., Гончарук Н. П., Дишкант М. К., Воронюк Г. М.
Розшифр. Єфремова Л. О. "	Vinnytsia_1000_Po nebu misiats_(Пізня лірика)
Vinnytsia_650_Oi ty, divchyno_(01-ЛК-02)	01-ЛК-02	Оі ти, дівчино	Oi ty, divchyno	Non-ritual	Lyrical		1926.0								с. Спичиньці Бердичівської окр. (нині Погребищенський р-н Вінницької обл.)	с. Спичиньці Погребищенський р-н Вінницької обл.	49.4087628	29.1573746	Spychyntsi, Vinnytsia Oblast, Ukraine	"Зап. 1926 р. Милятицький В. від Софії Нечипоренки та Ольги Орленко з с. Спичиньці Бердичів-
ської окр. (нині Погребищенський р-н Вінницької обл.). Дівчача гуртова. Співають ціле літо, по-
пулярна. (В. М.) – ІМФЕ, ф. 6-4, од. зб. 151, арк. 14 зв., № 26."	Vinnytsia_650_Oi ty, divchyno_(01-ЛК-02)
Vinnytsia_651_Cherez horu_(01-ЛК-03)	01-ЛК-03	Через гору	Cherez horu	Non-ritual	Lyrical										с. Овечаче Бердичівського пов. на Київщині	с. Дружне Калинівського р-ну Вінницької обл.	49.4650264	28.8099915	Druzhne, Vinnytsia Oblast, Ukraine, 22453	"Зап. Кудрицька А. М. у с. Овечаче Бердичівського пов. на Київщині (нині с. Дружне Калинівсько-
го р-ну Вінницької обл.).від Катерини Дзюбенко. – ІМФЕ, ф. 6-4, од. зб. 111, арк. 37 (57) № 13."	Vinnytsia_651_Cherez horu_(01-ЛК-03)
Vinnytsia_652_Oi divchyno, chiia ty_(01-ЛК-06)	01-ЛК-06	Оі дівчино, чііа ти	Oi divchyno, chiia ty	Non-ritual	Lyrical		1926.0								с. Спичиньці Бердичівської окр. (нині Погребищенського р-ну Вінницької обл.)	с. Спичиньці Бердичівської окр. (нині Погребищенського р-ну Вінницької обл.)	49.4087628	29.1573746	Spychyntsi, Vinnytsia Oblast, Ukraine	"Зап. 1926 р. Милятицький В. від Софії Нечипоренки та Ольги Орленко з с. Спичиньці Бердичів-
ської окр. (нині Погребищенського р-ну Вінницької обл.). Дівчача гуртова. Співають весною. По-
пулярна. (В. М.) – ІМФЕ, ф. 6-4, од. зб. 151, арк. 12, № 21."	Vinnytsia_652_Oi divchyno, chiia ty_(01-ЛК-06)
Vinnytsia_653_Oi u poli koryto_(01-ЛК-06+02-ЛК-05)	01-ЛК-06+02-ЛК-05	Оі у полі корито	Oi u poli koryto	Non-ritual	Lyrical		1922.0								с. Овечаче Бердичівського пов. на Київщині	с. Дружне Калинівського р-ну Вінницької обл.	49.4650264	28.8099915	Druzhne, Vinnytsia Oblast, Ukraine, 22453	"Зап. 1922 р. Кудрицька А. М. у с. Овечаче Бердичівського пов. на Київщині (нині с. Дружне Кали-
нівського р-ну Вінницької обл.) від Дарки Нагірної, 46 р. Варіант а) М. Комаринської, варіант б) 
від Ольги Чекини. – ІМФЕ, ф. 6-4, од. зб. 110, арк. 73-74 (текст), арк. 154 (мел.)."	Vinnytsia_653_Oi u poli koryto_(01-ЛК-06+02-ЛК-05)
Vinnytsia_653v_Oi u poli koryto_(01-ЛК-06+02-ЛК-05)	01-ЛК-06+02-ЛК-05	Оі у полі корито	Oi u poli koryto	Non-ritual	Lyrical		1922.0								с. Овечаче Бердичівського пов. на Київщині	с. Дружне Калинівського р-ну Вінницької обл.	49.4650264	28.8099915	Druzhne, Vinnytsia Oblast, Ukraine, 22453	"Зап. 1922 р. Кудрицька А. М. у с. Овечаче Бердичівського пов. на Київщині (нині с. Дружне Кали-
нівського р-ну Вінницької обл.) від Дарки Нагірної, 46 р. Варіант а) М. Комаринської, варіант б) 
від Ольги Чекини. – ІМФЕ, ф. 6-4, од. зб. 110, арк. 73-74 (текст), арк. 154 (мел.)."	Vinnytsia_653v_Oi u poli koryto_(01-ЛК-06+02-ЛК-05)
Vinnytsia_653v1_Oi u poli koryto_(01-ЛК-06+02-ЛК-05)	01-ЛК-06+02-ЛК-05	Оі у полі корито	Oi u poli koryto	Non-ritual	Lyrical		1922.0								с. Овечаче Бердичівського пов. на Київщині	с. Дружне Калинівського р-ну Вінницької обл.	49.4650264	28.8099915	Druzhne, Vinnytsia Oblast, Ukraine, 22453	"Зап. 1922 р. Кудрицька А. М. у с. Овечаче Бердичівського пов. на Київщині (нині с. Дружне Кали-
нівського р-ну Вінницької обл.) від Дарки Нагірної, 46 р. Варіант а) М. Комаринської, варіант б) 
від Ольги Чекини. – ІМФЕ, ф. 6-4, од. зб. 110, арк. 73-74 (текст), арк. 154 (мел.)."	Vinnytsia_653v1_Oi u poli koryto_(01-ЛК-06+02-ЛК-05)
