filename,year,place,performer,collector,archive reference,original metadata
"Vinnytsia_ballads_580. Ой вербо, вербо (07-БК-01).xml",2015,,,,,"Зап. 20 лютого 2015 р. Гарбулінська Т. Є. у с. Лозове Чернівецького р-ну Вінницької обл. від анс 
""Джерело"", кер. Ф. Соболевська. З фондів Вінницького ОЦНТ. Розшифр. Єфремова Л. О., № 3 (26)."
Vinnytsia_ballads_581. Коли б не зіма (07-БК-03).xml,1924,,,,,"Зап. 1924 р. Кудрицька А. М. у с. Овечаче Вінницької окр. на Поділлі (нині с. Дружне Калинів-
ського р-ну Вінницької обл.) від Макарової Дудник. – ІМФЕ, ф. 6-4, од. зб. 110, арк. 109 (текст), 
арк. 162 (мел.). Вар. зап. 12.ІХ 1951 р. Ященко Л. І., Кувеньова О. Ф. у с. Ометинці Сітковецького 
(нині Немирівського) р-ну Вінницької обл. від ланки Дринчак Надії Петрівни, 1925 р. н. – ІМФЕ, 
ф. 14-5, од. зб. 243, арк. 62."
Vinnytsia_ballads_581v. Коли б не зіма (07-БК-03).xml,1924,,,,,"Зап. 1924 р. Кудрицька А. М. у с. Овечаче Вінницької окр. на Поділлі (нині с. Дружне Калинів-
ського р-ну Вінницької обл.) від Макарової Дудник. – ІМФЕ, ф. 6-4, од. зб. 110, арк. 109 (текст), 
арк. 162 (мел.). Вар. зап. 12.ІХ 1951 р. Ященко Л. І., Кувеньова О. Ф. у с. Ометинці Сітковецького 
(нині Немирівського) р-ну Вінницької обл. від ланки Дринчак Надії Петрівни, 1925 р. н. – ІМФЕ, 
ф. 14-5, од. зб. 243, арк. 62."
Vinnytsia_ballads_582. Ой там на горі (07-БК-04).xml,2007,,,,,"Зап у лютому 2007 р. Кушка Т. Я., Матіяш Д. В. у с. Устя Бершадського р-ну Вінницької обл. від
гурту. Розшифр. Єфремова Л. О. № 22 (402). Це пісня стара, співається без підголоска. (Прим. 
вик.)"
Vinnytsia_ballads_583. Ой на сплаву (07-БК-05).xml,1922,,,,,"Зап. 1922 р. Кудрицька А. М. у с. Овечаче Бердичівського пов. на Київщині (нині с. Дружне Кали-
нівського р-ну Вінницької обл.) від Дарки Нагірної, 46 р. – ІМФЕ, ф. 6-4, од. зб. 110, арк. 37-38 
(текст), арк. 139 (мел.). Вар. зап. 1998 р. Бідюк Л. М. у с. Сиваківці  Липовецького р-ну Вінниць-
кої обл. від гурту. Розшифр. Єфремова Л. О., № 42 (307). Вар. 1 зап. 2007 р. та 03.04 2008 р. Ку-
шка Т. Я., Матіяш Д. В. у с. Гущинці Калинівського р-ну Вінницької обл. від Майданюк Л. В., 
Яцюк Л. А. (вивід), Мартинюк  В. П., Богомолець О. П., (кер.), Романюк Г. Ю. Розшифр. Єфремо-
ва Л. О. № 9 (621)."
Vinnytsia_ballads_583v. Ой на сплаву (07-БК-05).xml,1922,,,,,"Зап. 1922 р. Кудрицька А. М. у с. Овечаче Бердичівського пов. на Київщині (нині с. Дружне Кали-
нівського р-ну Вінницької обл.) від Дарки Нагірної, 46 р. – ІМФЕ, ф. 6-4, од. зб. 110, арк. 37-38 
(текст), арк. 139 (мел.). Вар. зап. 1998 р. Бідюк Л. М. у с. Сиваківці  Липовецького р-ну Вінниць-
кої обл. від гурту. Розшифр. Єфремова Л. О., № 42 (307). Вар. 1 зап. 2007 р. та 03.04 2008 р. Ку-
шка Т. Я., Матіяш Д. В. у с. Гущинці Калинівського р-ну Вінницької обл. від Майданюк Л. В., 
Яцюк Л. А. (вивід), Мартинюк  В. П., Богомолець О. П., (кер.), Романюк Г. Ю. Розшифр. Єфремо-
ва Л. О. № 9 (621)."
Vinnytsia_ballads_583v1. Ой на сплаву (07-БК-05).xml,1922,,,,,"Зап. 1922 р. Кудрицька А. М. у с. Овечаче Бердичівського пов. на Київщині (нині с. Дружне Кали-
нівського р-ну Вінницької обл.) від Дарки Нагірної, 46 р. – ІМФЕ, ф. 6-4, од. зб. 110, арк. 37-38 
(текст), арк. 139 (мел.). Вар. зап. 1998 р. Бідюк Л. М. у с. Сиваківці  Липовецького р-ну Вінниць-
кої обл. від гурту. Розшифр. Єфремова Л. О., № 42 (307). Вар. 1 зап. 2007 р. та 03.04 2008 р. Ку-
шка Т. Я., Матіяш Д. В. у с. Гущинці Калинівського р-ну Вінницької обл. від Майданюк Л. В., 
Яцюк Л. А. (вивід), Мартинюк  В. П., Богомолець О. П., (кер.), Романюк Г. Ю. Розшифр. Єфремо-
ва Л. О. № 9 (621)."
Vinnytsia_ballads_584. Ой якби я до Києва (07-БК-07).xml,2014,,,,,"Зап. 29 серпня 2014 р. Гарбулінська Т. Є. у с. Іллівка Крижопільського р-ну Вінницької обл. від 
жіночого гурту. Розшифр. Єфремова Л. О., № 4 (69). Вар. зап. 3.Х 1927 р. Корсовецький І. у с. Ве-
лика Кісниця Могилів-Подільської окр. (нині Ямпільського р-ну Вінницької обл.) від Наталки Со-
кари. – ІМФЕ, ф. 6-4, од. зб. 157, арк. 29 (58), № 48. Вар. 1 зап. 1937 р. Стельмах М., Музиченко Д. 
(мел.) у с. Дяківці Літинського р-ну Вінницької обл. від Килини Поріцької, 20 р. – ІМФЕ, ф. 8-3, 
од. зб. 211, арк. 17 (текст), арк. 31 (мел.), № 28. Вар. 2 зап. 1979 р. Калетник М. Л. у с. Клембівка 
Ямпільського р-ну Вінницької обл. від Калетник Марини Стафіївни. – ІМФЕ, ф. 14-3, од. зб. 1214, 
арк. 4 (текст), арк. 42 зв. (мел.), № 4."
Vinnytsia_ballads_584v. Ой якби я до Києва (07-БК-07).xml,2014,,,,,"Зап. 29 серпня 2014 р. Гарбулінська Т. Є. у с. Іллівка Крижопільського р-ну Вінницької обл. від 
жіночого гурту. Розшифр. Єфремова Л. О., № 4 (69). Вар. зап. 3.Х 1927 р. Корсовецький І. у с. Ве-
лика Кісниця Могилів-Подільської окр. (нині Ямпільського р-ну Вінницької обл.) від Наталки Со-
кари. – ІМФЕ, ф. 6-4, од. зб. 157, арк. 29 (58), № 48. Вар. 1 зап. 1937 р. Стельмах М., Музиченко Д. 
(мел.) у с. Дяківці Літинського р-ну Вінницької обл. від Килини Поріцької, 20 р. – ІМФЕ, ф. 8-3, 
од. зб. 211, арк. 17 (текст), арк. 31 (мел.), № 28. Вар. 2 зап. 1979 р. Калетник М. Л. у с. Клембівка 
Ямпільського р-ну Вінницької обл. від Калетник Марини Стафіївни. – ІМФЕ, ф. 14-3, од. зб. 1214, 
арк. 4 (текст), арк. 42 зв. (мел.), № 4."
Vinnytsia_ballads_584v1. Ой якби я до Києва (07-БК-07).xml,2014,,,,,"Зап. 29 серпня 2014 р. Гарбулінська Т. Є. у с. Іллівка Крижопільського р-ну Вінницької обл. від 
жіночого гурту. Розшифр. Єфремова Л. О., № 4 (69). Вар. зап. 3.Х 1927 р. Корсовецький І. у с. Ве-
лика Кісниця Могилів-Подільської окр. (нині Ямпільського р-ну Вінницької обл.) від Наталки Со-
кари. – ІМФЕ, ф. 6-4, од. зб. 157, арк. 29 (58), № 48. Вар. 1 зап. 1937 р. Стельмах М., Музиченко Д. 
(мел.) у с. Дяківці Літинського р-ну Вінницької обл. від Килини Поріцької, 20 р. – ІМФЕ, ф. 8-3, 
од. зб. 211, арк. 17 (текст), арк. 31 (мел.), № 28. Вар. 2 зап. 1979 р. Калетник М. Л. у с. Клембівка 
Ямпільського р-ну Вінницької обл. від Калетник Марини Стафіївни. – ІМФЕ, ф. 14-3, од. зб. 1214, 
арк. 4 (текст), арк. 42 зв. (мел.), № 4."
Vinnytsia_ballads_584v2. Ой якби я до Києва (07-БК-07).xml,2014,,,,,"Зап. 29 серпня 2014 р. Гарбулінська Т. Є. у с. Іллівка Крижопільського р-ну Вінницької обл. від 
жіночого гурту. Розшифр. Єфремова Л. О., № 4 (69). Вар. зап. 3.Х 1927 р. Корсовецький І. у с. Ве-
лика Кісниця Могилів-Подільської окр. (нині Ямпільського р-ну Вінницької обл.) від Наталки Со-
кари. – ІМФЕ, ф. 6-4, од. зб. 157, арк. 29 (58), № 48. Вар. 1 зап. 1937 р. Стельмах М., Музиченко Д. 
(мел.) у с. Дяківці Літинського р-ну Вінницької обл. від Килини Поріцької, 20 р. – ІМФЕ, ф. 8-3, 
од. зб. 211, арк. 17 (текст), арк. 31 (мел.), № 28. Вар. 2 зап. 1979 р. Калетник М. Л. у с. Клембівка 
Ямпільського р-ну Вінницької обл. від Калетник Марини Стафіївни. – ІМФЕ, ф. 14-3, од. зб. 1214, 
арк. 4 (текст), арк. 42 зв. (мел.), № 4."
"Vinnytsia_ballads_585. Долим, долим, долиною (07-БК[Р]-07).xml",1942,,,,,"Зап. 1942 р. Шмиговський А. Д. від художника Коновалюка Ф. з с. Калівки Новоушицького пов. 
Кам’янець-Подільської губ. (нині с. Ягідне Муровано-Курилівецького р-ну Вінницької обл.). Спі-
вали селяни та баба Ф. К. М. Коновалюк до 1914 р.Пісня одноголосна. – ІМФЕ, ф. 14-3, од. зб. 2, 
арк. 211-212 (119), № 163."
Vinnytsia_ballads_586. Ой поїхав короленко (07-БК-08).xml,1922,,,,,"Зап. 1922 р. Кудрицька А. М. у с. Овечаче (нині с. Дружне Калинівського р-ну Вінницької обл.) від 
Марії Юкиш. – ІМФЕ, ф. 6-4, од. зб. 110, арк. 76-77 (текст), арк. 155 (мел.). Вар. зап. IX.1924 р. 
там само від Дарки Чекини. – ІМФЕ, ф. 6-4, од. зб. 110, арк. 138 зв., № 23."
